RA_COD,RA_NOME,CLUSTER,CARGO,PERFIL,PERFIL_DESC,IPE,SCORE_AFINIDADE,SCORE_CONVERSAO,SCORE_MASSA,SCORE_LOGISTICA,SCORE_PDAD,SCORE_REAL
1,Brasília (Plano Piloto),Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.58,10.0,0.0,6.4,0.95,8.72,10.0
2,Gama,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.49,6.25,6.06,4.13,2.18,4.07,7.0
3,Taguatinga,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,9.37,6.14,7.57,7.35,0.37,4.5,6.6
4,Brazlândia,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.02,4.77,6.23,1.19,3.99,2.8,5.5
5,Sobradinho,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.47,6.74,6.08,3.48,2.69,4.69,7.38
6,Planaltina,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,5.29,4.99,2.49,4.45,1.78,1.45,6.54
7,Paranoá,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,4.58,4.72,2.84,1.91,3.97,1.48,6.13
8,Núcleo Bandeirante,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.41,6.41,5.21,1.34,5.71,3.92,7.31
9,Ceilândia,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,8.06,5.03,3.63,10.0,0.0,1.99,6.32
10,Guará,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.23,7.78,4.78,3.62,2.57,5.77,8.32
11,Cruzeiro,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.48,8.39,6.08,1.17,5.56,7.4,8.34
12,Samambaia,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.69,4.9,6.65,5.28,1.43,3.03,5.56
13,Santa Maria,RAs em Dinamização,GOVERNADOR,progressista,Candidatura progressista / campo popular,8.15,6.09,8.23,2.93,3.11,4.66,6.44
14,São Sebastião,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,3.99,5.59,1.04,2.05,3.57,0.92,7.72
15,Recanto das Emas,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,4.07,3.83,1.89,2.78,3.38,0.8,5.2
16,Lago Sul,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,9.77,9.1,10.0,1.37,5.2,10.0,7.98
17,Riacho Fundo,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.18,5.42,7.57,1.07,6.0,3.76,5.94
18,Lago Norte,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.12,9.39,2.44,1.0,7.0,8.16,9.4
19,Candangolândia,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,7.05,5.69,7.17,0.47,7.61,3.88,6.27
20,Águas Claras,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,10.0,8.96,9.27,3.41,3.55,9.52,8.03
21,Riacho Fundo II,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.12,4.88,5.98,1.04,5.71,2.79,5.67
22,Sudoeste/Octogonal,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.97,9.56,3.97,1.05,6.85,9.16,9.12
23,Varjão,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,4.45,4.99,2.19,0.14,10.0,1.31,6.62
24,Park Way,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,1.16,3.19,0.0,0.0,0.0,8.7,0.0
25,SCIA/Estrutural,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,2.61,3.28,0.17,0.65,7.18,0.07,4.78
26,Sobradinho II,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.55,5.66,6.08,0.94,6.67,3.46,6.45
27,Jardim Botânico,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,6.3,9.3,2.83,0.44,8.75,8.12,9.29
28,Itapoã,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,4.51,4.55,2.93,0.6,7.5,1.45,5.91
29,SIA,Brasília Central,GOVERNADOR,progressista,Candidatura progressista / campo popular,0.73,2.01,0.0,0.0,0.0,5.47,0.0
30,Vicente Pires,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,8.63,5.73,9.84,0.49,8.97,4.78,5.84
31,Fercal,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,0.18,0.48,0.0,0.0,0.0,1.31,0.0
32,Sol Nascente/Pôr do Sol,RAs em Movimento,GOVERNADOR,progressista,Candidatura progressista / campo popular,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Arniqueira,RAs Consolidadas,GOVERNADOR,progressista,Candidatura progressista / campo popular,0.52,1.44,0.0,0.0,0.0,3.92,0.0
1,Brasília (Plano Piloto),Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,5.62,4.54,1.68,6.4,0.95,0.89,6.43
2,Gama,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.68,5.63,0.71,4.13,2.18,0.74,8.17
3,Taguatinga,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,6.18,6.36,0.79,7.35,0.37,1.4,8.92
4,Brazlândia,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.39,7.18,1.06,1.19,3.99,2.97,9.32
5,Sobradinho,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,5.66,6.31,2.51,3.48,2.69,2.62,8.18
6,Planaltina,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,6.73,7.49,3.11,4.45,1.78,4.84,8.78
7,Paranoá,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,5.71,8.13,2.26,1.91,3.97,5.77,9.25
8,Núcleo Bandeirante,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,3.91,5.69,0.57,1.34,5.71,0.65,8.32
9,Ceilândia,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,8.36,7.34,2.06,10.0,0.0,3.99,9.02
10,Guará,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,5.8,5.67,3.13,3.62,2.57,2.28,7.4
11,Cruzeiro,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,3.92,5.17,1.17,1.17,5.56,0.86,7.4
12,Samambaia,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,5.59,7.24,0.51,5.28,1.43,2.59,9.63
13,Santa Maria,RAs em Dinamização,GOVERNADOR,moderado,Candidatura de centro / institucional,5.33,6.73,1.92,2.93,3.11,2.84,8.71
14,São Sebastião,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,10.0,8.7,10.0,2.05,3.57,9.65,8.03
15,Recanto das Emas,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.4,7.01,0.0,2.78,3.38,1.24,10.0
16,Lago Sul,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,3.34,5.17,0.0,1.37,5.2,0.0,7.87
17,Riacho Fundo,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.33,6.83,0.71,1.07,6.0,1.99,9.32
18,Lago Norte,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,3.6,4.72,0.61,1.0,7.0,0.39,6.98
19,Candangolândia,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.31,6.4,1.04,0.47,7.61,1.69,8.83
20,Águas Claras,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,4.21,5.34,0.25,3.41,3.55,0.24,8.0
21,Riacho Fundo II,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.15,7.13,0.27,1.04,5.71,2.04,9.75
22,Sudoeste/Octogonal,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,4.68,5.25,2.29,1.05,6.85,1.54,7.16
23,Varjão,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,6.27,8.05,3.19,0.14,10.0,6.03,9.0
24,Park Way,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,0.0,0.0,0.0,0.0,0.0,0.03,0.0
25,SCIA/Estrutural,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,5.63,10.0,0.94,0.65,7.18,10.0,9.82
26,Sobradinho II,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.37,6.48,0.97,0.94,6.67,1.72,8.93
27,Jardim Botânico,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,3.18,4.44,0.0,0.44,8.75,0.0,6.75
28,Itapoã,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,5.1,7.97,1.33,0.6,7.5,4.89,9.48
29,SIA,Brasília Central,GOVERNADOR,moderado,Candidatura de centro / institucional,0.5,1.34,0.0,0.0,0.0,3.8,0.0
30,Vicente Pires,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,4.34,6.64,0.52,0.49,8.97,1.45,9.32
31,Fercal,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,1.03,2.75,0.0,0.0,0.0,7.77,0.0
32,Sol Nascente/Pôr do Sol,RAs em Movimento,GOVERNADOR,moderado,Candidatura de centro / institucional,1.13,3.01,0.0,0.0,0.0,8.51,0.0
33,Arniqueira,RAs Consolidadas,GOVERNADOR,moderado,Candidatura de centro / institucional,0.16,0.42,0.0,0.0,0.0,1.2,0.0
1,Brasília (Plano Piloto),Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,7.99,8.74,3.88,6.4,0.95,6.96,8.79
2,Gama,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.6,6.43,4.37,4.13,2.18,3.55,7.33
3,Taguatinga,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,8.29,6.24,5.63,7.35,0.37,3.9,6.87
4,Brazlândia,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.09,5.55,4.01,1.19,3.99,2.56,6.6
5,Sobradinho,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.97,6.87,5.21,3.48,2.69,4.46,7.46
6,Planaltina,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.14,4.59,2.62,4.45,1.78,1.38,5.87
7,Paranoá,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,4.39,4.12,3.02,1.91,3.97,1.37,5.2
8,Núcleo Bandeirante,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.67,6.76,3.66,1.34,5.71,3.59,7.78
9,Ceilândia,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,7.65,4.36,3.52,10.0,0.0,1.66,5.39
10,Guará,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.43,8.04,3.2,3.62,2.57,5.29,8.69
11,Cruzeiro,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.96,8.42,3.24,1.17,5.56,6.03,8.83
12,Samambaia,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,7.02,4.73,5.65,5.28,1.43,2.66,5.38
13,Santa Maria,RAs em Dinamização,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.71,4.62,4.65,2.93,3.11,2.22,5.46
14,São Sebastião,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,2.69,3.6,0.0,2.05,3.57,0.0,5.2
15,Recanto das Emas,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.15,3.99,6.04,2.78,3.38,2.37,4.47
16,Lago Sul,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,7.35,10.0,4.8,1.37,5.2,10.0,8.96
17,Riacho Fundo,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.98,5.94,5.02,1.07,6.0,3.34,6.74
18,Lago Norte,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,7.42,8.73,5.67,1.0,7.0,7.67,8.39
19,Candangolândia,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.68,6.75,3.89,0.47,7.61,3.69,7.71
20,Águas Claras,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,10.0,8.32,10.0,3.41,3.55,8.41,7.42
21,Riacho Fundo II,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.34,4.15,5.14,1.04,5.71,2.15,4.82
22,Sudoeste/Octogonal,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.91,8.42,4.87,1.05,6.85,6.77,8.44
23,Varjão,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,3.28,3.1,1.34,0.14,10.0,0.5,4.21
24,Park Way,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,1.18,3.3,0.0,0.0,0.0,8.84,0.0
25,SCIA/Estrutural,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,2.93,4.36,0.11,0.65,7.18,0.07,6.24
26,Sobradinho II,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.55,5.51,6.37,0.94,6.67,3.5,6.04
27,Jardim Botânico,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,5.03,9.99,0.0,0.44,8.75,8.03,10.0
28,Itapoã,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,4.29,3.81,3.15,0.6,7.5,1.32,4.79
29,SIA,Brasília Central,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,0.43,1.19,0.0,0.0,0.0,3.24,0.0
30,Vicente Pires,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,6.1,7.66,3.68,0.49,8.97,4.89,8.36
31,Fercal,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,0.1,0.29,0.0,0.0,0.0,0.86,0.0
32,Sol Nascente/Pôr do Sol,RAs em Movimento,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,0.0,0.0,0.0,0.0,0.0,0.09,0.0
33,Arniqueira,RAs Consolidadas,GOVERNADOR,liberal_conservador,Candidatura liberal / conservadora,0.59,1.65,0.0,0.0,0.0,4.48,0.0
1,Brasília (Plano Piloto),Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,6.36,10.0,0.19,6.4,0.95,8.72,9.95
2,Gama,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,7.75,5.96,6.43,4.13,2.18,4.07,6.54
3,Taguatinga,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,9.59,6.19,6.88,7.35,0.37,4.5,6.64
4,Brazlândia,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,5.76,4.63,6.03,1.19,3.99,2.8,5.28
5,Sobradinho,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,7.03,6.87,5.26,3.48,2.69,4.69,7.54
6,Planaltina,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,5.22,4.88,2.41,4.45,1.78,1.45,6.36
7,Paranoá,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,4.17,4.72,2.62,1.91,3.97,1.48,6.11
8,Núcleo Bandeirante,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,5.87,6.35,5.01,1.34,5.71,3.92,7.19
9,Ceilândia,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,8.65,4.78,3.7,10.0,0.0,1.99,5.93
10,Guará,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,6.84,7.82,4.33,3.62,2.57,5.77,8.35
11,Cruzeiro,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,6.52,8.49,5.22,1.17,5.56,7.4,8.45
12,Samambaia,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,8.05,4.63,6.7,5.28,1.43,3.03,5.15
13,Santa Maria,RAs em Dinamização,SENADOR,progressista,Candidatura progressista / campo popular,9.1,5.33,10.0,2.93,3.11,4.66,5.3
14,São Sebastião,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,3.51,5.52,1.01,2.05,3.57,0.92,7.59
15,Recanto das Emas,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,3.8,3.89,1.72,2.78,3.38,0.8,5.27
16,Lago Sul,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,8.05,9.42,7.25,1.37,5.2,10.0,8.41
17,Riacho Fundo,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,6.72,5.36,7.17,1.07,6.0,3.76,5.82
18,Lago Norte,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,3.88,9.83,0.0,1.0,7.0,8.16,10.0
19,Candangolândia,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,6.48,5.57,6.98,0.47,7.61,3.88,6.06
20,Águas Claras,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,10.0,8.86,9.3,3.41,3.55,9.52,7.86
21,Riacho Fundo II,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,5.58,4.9,5.49,1.04,5.71,2.79,5.68
22,Sudoeste/Octogonal,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,5.47,9.75,2.73,1.05,6.85,9.16,9.35
23,Varjão,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,3.47,4.81,2.18,0.14,10.0,1.31,6.34
24,Park Way,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,0.93,3.2,0.0,0.0,0.0,8.7,0.0
25,SCIA/Estrutural,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,1.71,2.55,0.19,0.65,7.18,0.07,3.7
26,Sobradinho II,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,5.81,5.75,5.43,0.94,6.67,3.46,6.56
27,Jardim Botânico,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,4.02,9.71,0.57,0.44,8.75,8.12,9.85
28,Itapoã,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,3.73,4.67,2.6,0.6,7.5,1.45,6.06
29,SIA,Brasília Central,SENADOR,progressista,Candidatura progressista / campo popular,0.59,2.01,0.0,0.0,0.0,5.47,0.0
30,Vicente Pires,RAs Consolidadas,SENADOR,progressista,Candidatura progressista / campo popular,7.8,5.79,8.94,0.49,8.97,4.78,5.9
31,Fercal,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,0.14,0.48,0.0,0.0,0.0,1.31,0.0
32,Sol Nascente/Pôr do Sol,RAs em Movimento,SENADOR,progressista,Candidatura progressista / campo popular,0.0,0.0,0.0,0.0,0.0,0.0,0.0
